ticker,date,title,description,content,source,url,cleaned_text,sentiment_score,sentiment_category,Open,High,Low,Close,Volume,sentiment_score_lag_1,sentiment_score_lag_3,sentiment_score_lag_7
GOOGL,2024-09-19 09:35:00,Prediction: These 3 Stocks Won't Be Magnificent Buys in 5 Years,"If there's still a ""Magnificent Seven"" in five years, these stocks might not be among them.","The ""Magnificent Seven"" are a group of the world's most popular and promising growth stocks. Investing in these big-name tech stocks has been a great way to earn some significant returns in recent ye… [+5725 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/prediction-3-stocks-wont-magnificent-093500677.html/,prediction these  stocks wont be magnificent buys in  years if theres still a magnificent seven in five years these stocks might not be among them,1.0,Positive,163.71,163.79,161.34,162.14,26587733.0,-0.25,0.35,0.33
MSFT,2024-09-19 10:55:55,"Stock market today: Dow, S&P 500, Nasdaq futures surge as Fed fires up rally",Wall Street has absorbed the Fed's message that a deep cut will prove positive for the economy.,"US stock futures soared on Thursday amid growing optimism that the Federal Reserve's bumper interest-rate cut will deliver a ""soft landing"" for the US economy.
S&amp;P 500 futures (ES=F) climbed 1.6… [+1519 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-futures-surge-as-fed-fires-up-rally-105555192.html/,stock market today dow sp  nasdaq futures surge as fed fires up rally wall street has absorbed the feds message that a deep cut will prove positive for the economy,0.1757575757575757,Positive,441.225,441.5,436.9,438.69,21706559.0,0.25,0.675,-0.0833333333333333
TSLA,2024-09-19 11:15:00,1 Solid AI Stock That's Not Nvidia or Palantir to Focus On in the Next Few Years,This AI company could reach trillions of dollars in market capitalization.,"Artificial intelligence (AI) is probably one of the biggest trends that will change our daily lives in the coming decades. While AI is still in its early development stage, companies like Nvidia and … [+5665 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/1-solid-ai-stock-thats-111500631.html/, solid ai stock thats not nvidia or palantir to focus on in the next few years this ai company could reach trillions of dollars in market capitalization,-0.0666666666666666,Negative,234.0,244.24,232.13,243.92,102694576.0,0.0,0.35,1.0
MSFT,2024-09-19 11:30:39,Microsoft Corp. (MSFT): Among the Best Fortune 500 Stocks to Buy Now,,"If you click 'Accept all', we and our partners, including 239 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_7b50495f-6a6e-4535-b434-d63860b14076,microsoft corp msft among the best fortune  stocks to buy now ,1.0,Positive,441.225,441.5,436.9,438.69,21706559.0,0.1757575757575757,0.35,0.25
AMZN,2024-09-19 12:00:00,"Forget Amazon, This Stock Has 85% Market Share And 2x Upside","There is a high probability that this run is unlikely to lose steam anytime soon, for this run is backed by solid business performance.","06 February 2024, Rhineland-Palatinate, Mainz: A police commissioner holds a Taser on the sidelines ... [+] of the presentation of the new police law in the courtyard of the Ministry of the Interior.… [+5471 chars]","{'id': None, 'name': 'Forbes'}",https://www.forbes.com/sites/greatspeculations/2024/09/19/forget-amazon-this-stock-has-85-market-share-and-2x-upside/,forget amazon this stock has  market share and x upside there is a high probability that this run is unlikely to lose steam anytime soon for this run is backed by solid business performance,-0.1133333333333333,Negative,190.04,190.99,188.47,189.87,39543168.0,0.1590909090909091,0.5,0.0666666666666666
AMZN,2024-09-19 12:23:05,"Amazon.com, Inc. (AMZN): Goldman Sachs Is Bullish On This AI Stock","We recently compiled a list of the 10 Buzzing AI Stocks According to Goldman Sachs. In this article, we are going to take a look at where Amazon.com, Inc...","We recently compiled a list of the 10 Buzzing AI Stocks According to Goldman Sachs. In this article, we are going to take a look at where Amazon.com, Inc. (NASDAQ:AMZN) stands against the other buzzi… [+5120 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/amazon-com-inc-amzn-goldman-122305036.html/,amazoncom inc amzn goldman sachs is bullish on this ai stock we recently compiled a list of the  buzzing ai stocks according to goldman sachs in this article we are going to take a look at where amazoncom inc,0.0,Neutral,190.23,191.84,187.41,191.6,100378553.0,-0.1133333333333333,0.1545454545454545,0.5
MSFT,2024-09-19 13:07:24,"What's Going On With AI Related Stocks Nvidia, AMD, Broadcom And Super Micro On Thursday?","Semiconductor stocks especially the ones linked to artificial intelligence technology led by Nvidia Corp (NASDAQ:NVDA), Broadcom Inc (NASDAQ:AVGO), Advanced ...","Semiconductor stocks especially the ones linked to artificial intelligence technology led by Nvidia Corp (NASDAQ:NVDA), Broadcom Inc (NASDAQ:AVGO), Advanced Micro Devices, Inc (NASDAQ:AMD), Arm Holdi… [+2432 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/whats-going-ai-related-stocks-130724617.html/,whats going on with ai related stocks nvidia amd broadcom and super micro on thursday semiconductor stocks especially the ones linked to artificial intelligence technology led by nvidia corp nasdaqnvda broadcom inc nasdaqavgo advanced ,0.0266666666666666,Neutral,437.22,439.24,434.22,435.27,55167106.0,1.0,0.25,0.0
NVDA,2024-09-19 13:07:24,"What's Going On With AI Related Stocks Nvidia, AMD, Broadcom And Super Micro On Thursday?","Semiconductor stocks especially the ones linked to artificial intelligence technology led by Nvidia Corp (NASDAQ:NVDA), Broadcom Inc (NASDAQ:AVGO), Advanced ...","Semiconductor stocks especially the ones linked to artificial intelligence technology led by Nvidia Corp (NASDAQ:NVDA), Broadcom Inc (NASDAQ:AVGO), Advanced Micro Devices, Inc (NASDAQ:AMD), Arm Holdi… [+2432 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/whats-going-ai-related-stocks-130724617.html/,whats going on with ai related stocks nvidia amd broadcom and super micro on thursday semiconductor stocks especially the ones linked to artificial intelligence technology led by nvidia corp nasdaqnvda broadcom inc nasdaqavgo advanced ,0.0266666666666666,Neutral,117.06,118.6181,115.3901,116.0,382462428.0,0.0,0.0666666666666666,0.0
GOOGL,2024-09-19 15:55:03,The Fed's Interest-Rate Cut Is Lifting Magnificent 7 Stocks Today,"Tech stocks are jumping in the wake of Wednesday's rate cut by the Federal Reserve, with all of the Magnificent 7 stocks on the rise.","Key Takeaways
<ul><li>Tech stocks are jumping in the wake of Wednesday's rate cut by the Federal Reserve.
</li><li>All of the Magnificent Seven stocks are on the rise.
</li><li>Staples, utilities … [+1266 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/feds-interest-rate-cut-lifting-155503894.html/,the feds interestrate cut is lifting magnificent  stocks today tech stocks are jumping in the wake of wednesdays rate cut by the federal reserve with all of the magnificent  stocks on the rise,1.0,Positive,163.5,163.73,162.06,163.59,40896438.0,1.0,0.0,0.1525252525252525
TSLA,2024-09-19 19:42:36,"Why Tesla, Toyota, and Indie Semiconductor Rallied Today","Shares of auto leaders Tesla (NASDAQ: TSLA) and Toyota Motor (NYSE: TM), as well as auto-centered semiconductor stock Indie Semiconductor (NASDAQ: INDI) were rallying on Thursday, up 7.3%, 4.3%, and 3.5%, respectively, as of 2:14 p.m. ET.
The main driver for …","Shares of auto leaders Tesla (NASDAQ: TSLA) and Toyota Motor (NYSE: TM), as well as auto-centered semiconductor stock Indie Semiconductor (NASDAQ: INDI) were rallying on Thursday, up 7.3%, 4.3%, and … [+127 chars]","{'id': None, 'name': 'Biztoc.com'}",https://biztoc.com/x/c701f4d9afe1a78b,"why tesla toyota and indie semiconductor rallied today shares of auto leaders tesla nasdaq tsla and toyota motor nyse tm as well as autocentered semiconductor stock indie semiconductor nasdaq indi were rallying on thursday up   and  respectively as of  pm et
the main driver for ",0.0416666666666666,Neutral,241.52,243.99,235.92,238.25,99879070.0,-0.0666666666666666,0.25875,0.1
TSLA,2024-09-19 22:55:02,"TSLA, RIVN, or LCID: Which U.S. EV Stock Is the Top Pick?","In the highly competitive electric vehicle (EV) market, major players such as Tesla (TSLA), Rivian Automotive (RIVN), and Lucid Group (LCID) have encountered...","In the highly competitive electric vehicle (EV) market, major players such as Tesla (TSLA), Rivian Automotive (RIVN), and Lucid Group (LCID) have encountered significant headwinds, with demand not me… [+6589 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/tsla-rivn-lcid-u-ev-225502938.html/,tsla rivn or lcid which us ev stock is the top pick in the highly competitive electric vehicle ev market major players such as tesla tsla rivian automotive rivn and lucid group lcid have encountered,0.180625,Positive,241.52,243.99,235.92,238.25,99879070.0,0.0416666666666666,0.0,0.25
NVDA,2024-09-20 00:29:03,4 Things Investors Must Know About AI,"The pace of transformation that generative AI is driving is unlike any other technology seen before. Below, I dig into the four things that investors must know about AI.","Last week was quite an important week for tech and AI investors, with Goldman Sachs hosting its Communacopia and Technology Conference featuring executives from the largest tech and semiconductor com… [+14045 chars]","{'id': None, 'name': 'Forbes'}",https://www.forbes.com/sites/bethkindig/2024/09/19/4-things-investors-must-know-about-ai/, things investors must know about ai the pace of transformation that generative ai is driving is unlike any other technology seen before below i dig into the four things that investors must know about ai,-0.125,Negative,117.06,118.6181,115.3901,116.0,382462428.0,0.0266666666666666,0.35,0.1
META,2024-09-20 10:57:06,Apple put on notice over support for third-party watches and headphones,The European Union has opened new proceedings under the Digital Markets Act (DMA) that will see the bloc instruct how Apple can comply with its interoperability obligations,"The two new proceedings are meant to “assist Apple in complying with its interoperability,” according to the EU. | Cath Virginia / The Verge

 

 The European Commission has opened new proceedings u… [+2854 chars]","{'id': 'the-verge', 'name': 'The Verge'}",https://www.theverge.com/2024/9/20/24249738/eu-dma-apple-ios-iphone-interoperability-smartwatches-headphones,apple put on notice over support for thirdparty watches and headphones the european union has opened new proceedings under the digital markets act dma that will see the bloc instruct how apple can comply with its interoperability obligations,0.0454545454545454,Neutral,560.0,564.5,556.3001,561.35,22066817.0,,,
GOOGL,2024-09-20 13:33:43,S&P 500 Nuclear Leader Inks 20-Year Microsoft Deal Spurring Three Mile Island Restart,Constellation Energy stock has jumped 78% in 2024.,S&amp;P 500 component Constellation Energy (CEG) announced Friday it plans to restart a Three Mile Island reactor after it signed a two-decade long contract with Microsoft (MSFT) to provide power for… [+5770 chars],"{'id': None, 'name': ""Investor's Business Daily""}",https://www.investors.com/news/sp-500-nuclear-inks-microsoft-deal-three-mile-island-restart/,sp  nuclear leader inks year microsoft deal spurring three mile island restart constellation energy stock has jumped  in ,0.0,Neutral,163.5,163.73,162.06,163.59,40896438.0,1.0,-0.25,-0.2711111111111111
MSFT,2024-09-20 14:38:02,Jim Cramer Reports That ‘Microsoft Corporation (MSFT) Announced A 10% Increase In Its Quarterly Dividend And Approved A New $60 Billion Stock Buyback Program’,,"If you click 'Accept all', we and our partners, including 239 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_553bf2f3-3749-4c58-a732-95649b021224,jim cramer reports that microsoft corporation msft announced a  increase in its quarterly dividend and approved a new  billion stock buyback program ,0.1363636363636363,Positive,437.22,439.24,434.22,435.27,55167106.0,0.0266666666666666,0.1757575757575757,0.25
AMZN,2024-09-20 15:19:15,"Tech Stocks Pull Back Friday, Hitting the Brakes on Fed-Fueled Rally","Tech stocks pulled back in early trading Friday, hitting the brakes on the market’s rally in the wake of the Federal Reserve’s supersized rate cut this week.","Key Takeaways
<ul><li>Tech stocks pulled back in early trading Friday after Thursdays rally helped propel major indexes to new highs in the wake of the Federal Reserves supersized rate cut.
</li><l… [+1778 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/tech-stocks-pull-back-friday-151915986.html/,tech stocks pull back friday hitting the brakes on fedfueled rally tech stocks pulled back in early trading friday hitting the brakes on the markets rally in the wake of the federal reserves supersized rate cut this week,0.0333333333333333,Neutral,190.23,191.84,187.41,191.6,100378553.0,0.0,0.1590909090909091,1.0
MSFT,2024-09-20 15:19:15,"Tech Stocks Pull Back Friday, Hitting the Brakes on Fed-Fueled Rally","Tech stocks pulled back in early trading Friday, hitting the brakes on the market’s rally in the wake of the Federal Reserve’s supersized rate cut this week.","Key Takeaways
<ul><li>Tech stocks pulled back in early trading Friday after Thursdays rally helped propel major indexes to new highs in the wake of the Federal Reserves supersized rate cut.
</li><l… [+1778 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/tech-stocks-pull-back-friday-151915986.html/,tech stocks pull back friday hitting the brakes on fedfueled rally tech stocks pulled back in early trading friday hitting the brakes on the markets rally in the wake of the federal reserves supersized rate cut this week,0.0333333333333333,Neutral,437.22,439.24,434.22,435.27,55167106.0,0.1363636363636363,1.0,0.675
GOOGL,2024-09-20 15:19:15,"Tech Stocks Pull Back Friday, Hitting the Brakes on Fed-Fueled Rally","Tech stocks pulled back in early trading Friday, hitting the brakes on the market’s rally in the wake of the Federal Reserve’s supersized rate cut this week.","Key Takeaways
<ul><li>Tech stocks pulled back in early trading Friday after Thursdays rally helped propel major indexes to new highs in the wake of the Federal Reserves supersized rate cut.
</li><l… [+1778 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/tech-stocks-pull-back-friday-151915986.html/,tech stocks pull back friday hitting the brakes on fedfueled rally tech stocks pulled back in early trading friday hitting the brakes on the markets rally in the wake of the federal reserves supersized rate cut this week,0.0333333333333333,Neutral,163.5,163.73,162.06,163.59,40896438.0,0.0,1.0,-0.075
MSFT,2024-09-21 08:33:00,"Move Over, Nvidia: Billionaires Are Selling Its Shares and Buying Up These 2 Artificial Intelligence (AI) Stocks Instead",Many billionaires are shifting some of their AI investments toward Super Micro Computer and Microsoft.,"Wall Street has fallen in love with the artificial intelligence (AI) trend. This is not surprising, considering that PwC analysts expect AI to add nearly $15.7 trillion to the global economy annually… [+7436 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/move-over-nvidia-billionaires-selling-083300873.html/,move over nvidia billionaires are selling its shares and buying up these  artificial intelligence ai stocks instead many billionaires are shifting some of their ai investments toward super micro computer and microsoft,0.0777777777777777,Positive,,,,,,0.0333333333333333,0.0266666666666666,0.35
NVDA,2024-09-21 08:33:00,"Move Over, Nvidia: Billionaires Are Selling Its Shares and Buying Up These 2 Artificial Intelligence (AI) Stocks Instead",Many billionaires are shifting some of their AI investments toward Super Micro Computer and Microsoft.,"Wall Street has fallen in love with the artificial intelligence (AI) trend. This is not surprising, considering that PwC analysts expect AI to add nearly $15.7 trillion to the global economy annually… [+7436 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/move-over-nvidia-billionaires-selling-083300873.html/,move over nvidia billionaires are selling its shares and buying up these  artificial intelligence ai stocks instead many billionaires are shifting some of their ai investments toward super micro computer and microsoft,0.0777777777777777,Positive,,,,,,-0.125,0.0,-0.0562499999999999
AMZN,2024-09-21 11:33:00,Did Amazon Just Save Intel Stock?,"Partnerships don't fix everything, but they can help with a broken narrative.","It can pay to have rich friends.
This is especially true when that friend runs the largest cloud computing business in the world and you are a manufacturer of computer chips. That is why Intel(NASDA… [+6035 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/did-amazon-just-save-intel-113300961.html/,did amazon just save intel stock partnerships dont fix everything but they can help with a broken narrative,-0.4,Negative,,,,,,0.0333333333333333,-0.1133333333333333,0.5
MSFT,2024-09-22 11:45:00,Is It Too Late to Buy Microsoft Stock Now?,Here's a look at Microsoft stock as the company goes all-in on artificial intelligence.,"Microsoft(NASDAQ: MSFT) investors have been rewarded handsomely over the past five years with an impressive total return of 225%, outpacing the market benchmark S&amp;P 500 by approximately 120%. Any… [+5941 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/too-buy-microsoft-stock-now-114500546.html/,is it too late to buy microsoft stock now heres a look at microsoft stock as the company goes allin on artificial intelligence,-0.4499999999999999,Negative,434.28,436.46,430.3889,433.51,15128891.0,0.0777777777777777,0.1363636363636363,0.25
GOOGL,2024-09-22 13:30:59,The potential investor upside of a Google breakup — if John Rockefeller is any guide,"Google's legal troubles could force it to sell off some of its prized businesses, but investors worried about that outcome may find some comfort in what...","Google's (GOOG, GOOGL) legal troubles could force it to sell off some of its prized businesses, but investors worried about that outcome may find some comfort in what happened to John Rockefellers St… [+4617 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/the-potential-investor-upside-of-a-google-breakup--if-john-rockefeller-is-any-guide-133059958.html/,the potential investor upside of a google breakup  if john rockefeller is any guide googles legal troubles could force it to sell off some of its prized businesses but investors worried about that outcome may find some comfort in what,0.1,Positive,164.35,165.49,161.67,161.85,24150852.0,0.0333333333333333,1.0,0.35
GOOGL,2024-09-23 09:06:00,"Warren Buffett's Secret Portfolio Is Dumping Shares of 3 Supercharged Artificial Intelligence (AI) Stocks (No, Not Nvidia!)","The Oracle of Omaha's ""hidden"" $602 million portfolio has been a decisive seller of three brand-name companies on the cutting edge of the artificial...","Few if any money managers command the attention of professional and everyday investors quite like Berkshire Hathaway(NYSE: BRK.A)(NYSE: BRK.B) CEO Warren Buffett. Since becoming CEO in the mid-1960s,… [+8831 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/warren-buffetts-secret-portfolio-dumping-090600860.html/,warren buffetts secret portfolio is dumping shares of  supercharged artificial intelligence ai stocks no not nvidia the oracle of omahas hidden  million portfolio has been a decisive seller of three brandname companies on the cutting edge of the artificial,-0.4733333333333333,Negative,164.35,165.49,161.67,161.85,24150852.0,0.1,0.0,0.0
NVDA,2024-09-23 12:12:00,Intel is having a brutal year — but suddenly everybody wants a piece of it,Intel (INTC) is reportedly in talks for two multi-billion dollar deals — including a takeover — as the struggling chipmaker continues to draw interest from investors.Read more...,"In This Story
Intel (INTC) is reportedly in talks for two multi-billion dollar deals including a takeover as the struggling chipmaker continues to draw interest from investors.
Bloomberg, citing un… [+2217 chars]","{'id': None, 'name': 'Quartz India'}",https://qz.com/intel-qualcomm-apollo-nvidia-ai-chips-1851654625,intel is having a brutal year  but suddenly everybody wants a piece of it intel intc is reportedly in talks for two multibillion dollar deals  including a takeover  as the struggling chipmaker continues to draw interest from investorsread more,-0.04375,Neutral,116.515,121.8,115.38,120.87,354966772.0,0.0777777777777777,0.0266666666666666,0.3399999999999999
AMZN,2024-09-23 12:12:00,Intel is having a brutal year — but suddenly everybody wants a piece of it,Intel (INTC) is reportedly in talks for two multi-billion dollar deals — including a takeover — as the struggling chipmaker continues to draw interest from investors.Read more...,"In This Story
Intel (INTC) is reportedly in talks for two multi-billion dollar deals including a takeover as the struggling chipmaker continues to draw interest from investors.
Bloomberg, citing un… [+2217 chars]","{'id': None, 'name': 'Quartz India'}",https://qz.com/intel-qualcomm-apollo-nvidia-ai-chips-1851654625,intel is having a brutal year  but suddenly everybody wants a piece of it intel intc is reportedly in talks for two multibillion dollar deals  including a takeover  as the struggling chipmaker continues to draw interest from investorsread more,-0.04375,Neutral,194.27,195.37,190.13,193.96,43478926.0,-0.4,0.0,0.5
GOOGL,2024-09-23 12:17:00,Prediction: This Major Artificial Intelligence (AI) Stock Could Compete With Nvidia in the Not-Too-Distant Future,This Magnificant Seven company is making big moves.,What happens when a company's largest customers become fierce competitors? Imagine that you own the largest chocolate chip company in the land. You sell to all the largest grocery chains because you … [+5414 chars],"{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/prediction-major-artificial-intelligence-ai-121700305.html/,prediction this major artificial intelligence ai stock could compete with nvidia in the nottoodistant future this magnificant seven company is making big moves,-0.134375,Negative,163.03,163.2158,160.69,162.29,23332147.0,-0.4733333333333333,0.0333333333333333,-0.25
AAPL,2024-09-23 15:49:51,Arm Holdings Joins Elite List; Offers New Buy Point,Arm stock is flashing a buy point of a base. Shares have gained 89% so far this year.,Arm Holdings (ARM) is Monday's IBD 50 Growth Stocks To Watch pick as it forms a handle on a cup base. Arm stock was added to the PHLX Semiconductor Sector Index list of 30 chip companies listed in th… [+2947 chars],"{'id': None, 'name': ""Investor's Business Daily""}",https://www.investors.com/research/arm-holdings-stock-chip-semiconductor/,arm holdings joins elite list offers new buy point arm stock is flashing a buy point of a base shares have gained  so far this year,-0.1159090909090909,Negative,228.645,229.35,225.73,227.37,43556068.0,0.0,0.0,-0.0562499999999999
MSFT,2024-09-23 15:49:51,Arm Holdings Joins Elite List; Offers New Buy Point,Arm stock is flashing a buy point of a base. Shares have gained 89% so far this year.,Arm Holdings (ARM) is Monday's IBD 50 Growth Stocks To Watch pick as it forms a handle on a cup base. Arm stock was added to the PHLX Semiconductor Sector Index list of 30 chip companies listed in th… [+2947 chars],"{'id': None, 'name': ""Investor's Business Daily""}",https://www.investors.com/research/arm-holdings-stock-chip-semiconductor/,arm holdings joins elite list offers new buy point arm stock is flashing a buy point of a base shares have gained  so far this year,-0.1159090909090909,Negative,433.0,433.35,426.1,429.17,17015754.0,-0.4499999999999999,0.0333333333333333,0.1757575757575757
GOOGL,2024-09-23 15:49:51,Arm Holdings Joins Elite List; Offers New Buy Point,Arm stock is flashing a buy point of a base. Shares have gained 89% so far this year.,Arm Holdings (ARM) is Monday's IBD 50 Growth Stocks To Watch pick as it forms a handle on a cup base. Arm stock was added to the PHLX Semiconductor Sector Index list of 30 chip companies listed in th… [+2947 chars],"{'id': None, 'name': ""Investor's Business Daily""}",https://www.investors.com/research/arm-holdings-stock-chip-semiconductor/,arm holdings joins elite list offers new buy point arm stock is flashing a buy point of a base shares have gained  so far this year,-0.1159090909090909,Negative,163.03,163.2158,160.69,162.29,23332147.0,-0.134375,0.1,1.0
GOOGL,2024-09-23 16:29:00,Danish PM shrugs off risks of Ozempic maker’s economic dominance,"Denmark Prime Minister Mette Frederiksen downplayed concerns that Ozempic maker Novo Nordisk (NVO), the Scandinavian nation’s largest corporation, could someday drag down its economy the way the once-dominant Nokia (NOK) did to Finland in the 2000s.Read more.…","In This Story
Denmark Prime Minister Mette Frederiksen downplayed concerns that Ozempic maker Novo Nordisk (NVO), the Scandinavian nations largest corporation, could someday drag down its economy th… [+2638 chars]","{'id': None, 'name': 'Quartz India'}",https://qz.com/denmark-novo-nordisk-nokia-1851654843,danish pm shrugs off risks of ozempic makers economic dominance denmark prime minister mette frederiksen downplayed concerns that ozempic maker novo nordisk nvo the scandinavian nations largest corporation could someday drag down its economy the way the oncedominant nokia nok did to finland in the sread more,0.1111111111111111,Positive,163.03,163.2158,160.69,162.29,23332147.0,-0.1159090909090909,-0.4733333333333333,1.0
AAPL,2024-09-23 16:29:00,Danish PM shrugs off risks of Ozempic maker’s economic dominance,"Denmark Prime Minister Mette Frederiksen downplayed concerns that Ozempic maker Novo Nordisk (NVO), the Scandinavian nation’s largest corporation, could someday drag down its economy the way the once-dominant Nokia (NOK) did to Finland in the 2000s.Read more.…","In This Story
Denmark Prime Minister Mette Frederiksen downplayed concerns that Ozempic maker Novo Nordisk (NVO), the Scandinavian nations largest corporation, could someday drag down its economy th… [+2638 chars]","{'id': None, 'name': 'Quartz India'}",https://qz.com/denmark-novo-nordisk-nokia-1851654843,danish pm shrugs off risks of ozempic makers economic dominance denmark prime minister mette frederiksen downplayed concerns that ozempic maker novo nordisk nvo the scandinavian nations largest corporation could someday drag down its economy the way the oncedominant nokia nok did to finland in the sread more,0.1111111111111111,Positive,228.645,229.35,225.73,227.37,43556068.0,-0.1159090909090909,0.5,0.125
MSFT,2024-09-23 17:10:21,Microsoft's AI Lead Shrinks: Analyst Downgrades Stock As Amazon And Google Close The Gap,DA Davidson analyst Gil Luria downgraded the rating on Microsoft Corp (NASDAQ:MSFT) to Neutral from Buy while maintaining a price target of $475. Luria noted...,"DA Davidson analyst Gil Luria downgraded the rating on Microsoft Corp (NASDAQ:MSFT) to Neutral from Buy while maintaining a price target of $475.
Luria noted competition has essentially caught up wi… [+3880 chars]","{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/microsofts-ai-lead-shrinks-analyst-171021553.html/,microsofts ai lead shrinks analyst downgrades stock as amazon and google close the gap da davidson analyst gil luria downgraded the rating on microsoft corp nasdaqmsft to neutral from buy while maintaining a price target of  luria noted,0.0,Neutral,433.0,433.35,426.1,429.17,17015754.0,-0.1159090909090909,0.0777777777777777,1.0
AMZN,2024-09-23 18:24:59,Microsoft stock receives rare downgrade as analyst says it's 'beholden' to Nvidia,"Microsoft's AI lead is diminishing, and it is too reliant on Nvidia, say D.A Davidson analysts.",Microsoft (MSFT) received a rare Wall Street downgrade on Monday over concerns the tech giant's AI lead is diminishing while it has become too reliant on Nvidia (NVDA) for its artificial intelligence… [+2562 chars],"{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/microsoft-stock-receives-rare-downgrade-as-analyst-says-its-beholden-to-nvidia-182459634.html/,microsoft stock receives rare downgrade as analyst says its beholden to nvidia microsofts ai lead is diminishing and it is too reliant on nvidia say da davidson analysts,0.3,Positive,194.27,195.37,190.13,193.96,43478926.0,-0.04375,0.0333333333333333,0.1545454545454545
GOOGL,2024-09-23 18:24:59,Microsoft stock receives rare downgrade as analyst says it's 'beholden' to Nvidia,"Microsoft's AI lead is diminishing, and it is too reliant on Nvidia, say D.A Davidson analysts.",Microsoft (MSFT) received a rare Wall Street downgrade on Monday over concerns the tech giant's AI lead is diminishing while it has become too reliant on Nvidia (NVDA) for its artificial intelligence… [+2562 chars],"{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/microsoft-stock-receives-rare-downgrade-as-analyst-says-its-beholden-to-nvidia-182459634.html/,microsoft stock receives rare downgrade as analyst says its beholden to nvidia microsofts ai lead is diminishing and it is too reliant on nvidia say da davidson analysts,0.3,Positive,163.03,163.2158,160.69,162.29,23332147.0,0.1111111111111111,-0.134375,0.0
MSFT,2024-09-23 18:24:59,Microsoft stock receives rare downgrade as analyst says it's 'beholden' to Nvidia,"Microsoft's AI lead is diminishing, and it is too reliant on Nvidia, say D.A Davidson analysts.",Microsoft (MSFT) received a rare Wall Street downgrade on Monday over concerns the tech giant's AI lead is diminishing while it has become too reliant on Nvidia (NVDA) for its artificial intelligence… [+2562 chars],"{'id': None, 'name': 'Yahoo Entertainment'}",https://finance.yahoo.com/news/microsoft-stock-receives-rare-downgrade-as-analyst-says-its-beholden-to-nvidia-182459634.html/,microsoft stock receives rare downgrade as analyst says its beholden to nvidia microsofts ai lead is diminishing and it is too reliant on nvidia say da davidson analysts,0.3,Positive,433.0,433.35,426.1,429.17,17015754.0,0.0,-0.4499999999999999,0.0266666666666666
NVDA,2024-09-23 18:36:08,Nvidia Versus AMD: Which AI Stock Is The Better Buy Right Now?,Comparing Nvidia and AMD to decide which to invest in? It can be difficult to analyze everything happening with these AI stocks now. Here's help breaking it down.,"getty
A year ago, there was only Nvidia (NVDA) in the AI race. But now investors are looking at Advanced Micro Devices (AMD) as a potential competitor. Which AI stock should have a place in your por… [+13407 chars]","{'id': None, 'name': 'Forbes'}",https://www.forbes.com/sites/investor-hub/article/nvidia-vs-amd-which-ai-stock-better-buy-now/,nvidia versus amd which ai stock is the better buy right now comparing nvidia and amd to decide which to invest in it can be difficult to analyze everything happening with these ai stocks now heres help breaking it down,0.0325396825396825,Neutral,116.515,121.8,115.38,120.87,354966772.0,-0.04375,-0.125,0.0666666666666666
